# ARK Zero-Parameter Inverse Solver V5.4 (Final)
# alpha = 4pi/3 = 4.188790 (DERIVED)
# Free parameters: 0
# Upsilon_disk = 0.5, Upsilon_bulge = 0.7
# Global r = 0.8922, Global RMS = 34.8 km/s
# chi2/N (composite) = 7.6581
#
# Galaxy                Rad     Vobs     errV  Vbar_meas  Vbar_pred     kappa     Vgas    Vdisk     Vbul
#                       kpc     km/s     km/s       km/s       km/s               km/s     km/s     km/s
  NGC2903             7.680   203.00     1.00    158.546    126.751    1.0000    25.19   221.37     0.00
  NGC2903             8.640   201.00     1.00    150.363    122.111    1.0000    25.40   209.59     0.00
  NGC2903             9.600   201.00     1.00    143.570    118.706    1.0000    27.64   199.24     0.00
  NGC2903            10.560   199.00     1.00    138.135    114.115    1.0000    32.70   189.80     0.00
  NGC2903            11.520   197.00     1.00    133.689    109.569    1.0000    37.22   181.59     0.00
  NGC2903            12.480   196.00     2.00    128.797    105.575    1.0000    37.86   174.10     0.00
  NGC2903            13.440   193.00     3.00    123.799    100.519    1.0000    36.33   167.37     0.00
  NGC2903            14.400   190.00     3.00    119.329     95.540    1.0000    35.33   161.19     0.00
  NGC2903            15.360   188.00     5.00    115.226     91.100    1.0000    35.01   155.25     0.00
  NGC2903            16.320   187.00     5.00    111.649     87.095    1.0000    34.43   150.20     0.00
  NGC2903            17.280   188.00     3.00    108.156     83.834    1.0000    33.18   145.58     0.00
  NGC2903            18.240   186.00     3.00    105.101     76.476    0.9319    32.48   141.36     0.00
  NGC2903            19.200   185.00     3.00    102.326     68.375    0.8231    31.94   137.48     0.00
  NGC2903            20.160   185.00     3.00     99.706     60.685    0.7040    31.23   133.91     0.00
  NGC2903            21.120   181.00     3.00     97.365     51.937    0.5782    30.85   130.60     0.00
  NGC2903            22.080   178.00     3.00     95.270     44.079    0.4552    30.69   127.55     0.00
  NGC2903            23.040   177.00     3.00     93.247     37.639    0.3495    30.33   124.70     0.00
  NGC2903            24.000   182.00     4.00     91.607     33.476    0.2691    30.72   122.05     0.00
  NGC2903            24.960   180.00     8.00     90.005     29.207    0.2135    30.86   119.57     0.00
  NGC2915             0.340    13.50    10.10     31.926      9.583    0.8648     4.08    44.78     0.00
  NGC2915             0.670    31.30    12.50     35.400     22.452    0.8869     7.65    48.88     0.00
  NGC2915             1.000    35.30    13.40     34.690     25.696    0.9191    10.36    46.82     0.00
  NGC2915             1.340    50.50     9.38     33.239     37.424    0.9612    11.92    43.88     0.00
  NGC2915             1.680    61.00    10.10     31.335     45.793    1.0000    12.33    40.74     0.00
  NGC2915             2.010    66.50    11.90     29.616     49.525    1.0000    12.44    38.01     0.00
  NGC2915             2.340    74.40    11.60     28.161     54.915    1.0000    12.54    35.66     0.00
  NGC2915             2.670    83.00     9.17     26.856     60.617    1.0000    12.44    33.66     0.00
  NGC2915             3.010    86.40     7.66     25.512     62.326    1.0000    12.13    31.74     0.00
  NGC2915             3.350    83.60     8.18     24.351     59.566    1.0000    12.02    29.95     0.00
  NGC2915             3.680    79.80     7.93     23.712     56.235    1.0000    12.54    28.46     0.00
  NGC2915             4.020    82.80     6.95     23.441     57.699    1.0000    13.47    27.13     0.00
  NGC2915             4.350    83.50     7.19     23.444     57.527    1.0000    14.61    25.93     0.00
  NGC2915             4.680    80.40     7.85     23.434     54.776    1.0000    15.44    24.93     0.00
  NGC2915             5.020    80.30     7.57     23.228     54.101    1.0000    15.86    24.00     0.00
  NGC2915             5.350    82.10     7.92     22.818     54.698    1.0000    15.86    23.20     0.00
  NGC2915             5.690    82.40     8.33     22.277     54.243    1.0000    15.65    22.42     0.00
  NGC2915             6.030    80.90     7.88     21.788     52.616    1.0000    15.44    21.74     0.00
  NGC2915             6.360    79.00     6.15     21.647     50.795    1.0000    15.65    21.15     0.00
  NGC2915             6.690    81.40     6.11     21.824     51.725    1.0000    16.27    20.57     0.00
  NGC2915             7.020    79.70     5.59     22.222     50.033    1.0000    17.10    20.07     0.00
  NGC2915             7.360    77.50     6.33     22.579     48.062    1.0000    17.83    19.59     0.00
  NGC2915             7.700    79.90     6.41     22.456     48.932    1.0000    17.93    19.12     0.00
  NGC2915             8.030    81.50     7.86     22.537     49.258    1.0000    18.24    18.72     0.00
  NGC2915             8.370    82.20     7.82     22.712     48.969    1.0000    18.65    18.33     0.00
  NGC2915             8.700    82.00     7.09     22.825     48.140    1.0000    18.97    17.95     0.00
  NGC2915             9.030    84.70     5.74     23.039     48.950    1.0000    19.38    17.62     0.00
  NGC2915             9.370    86.10     5.54     23.096     48.882    1.0000    19.59    17.30     0.00
  NGC2915             9.700    85.30     5.23     23.242     47.548    1.0000    19.90    16.98     0.00
  NGC2915            10.040    86.50     6.45     23.136     47.260    1.0000    19.90    16.69     0.00
  NGC2955             0.750   169.00     4.27    141.601    111.157    0.6523     0.00    53.73   163.04
  NGC2955             1.550   203.00     4.92    192.617    140.094    0.7190     0.16    99.45   214.33
  NGC2955             2.300   232.00     5.49    215.984    166.634    0.7828     0.00   134.15   231.92
  NGC2955             3.060   256.00     4.38    239.013    191.594    0.8580     1.12   162.98   250.27
  NGC2955             3.850   248.00     3.47    249.499    193.242    0.9426    10.81   187.48   252.30
  NGC2955             4.610   253.00     5.68    252.600    201.533    1.0000    18.83   206.85   245.12
  NGC2955             5.360   269.00     8.42    251.521    212.527    1.0000    25.11   220.81   233.77
  NGC2955             6.120   268.00     4.67    249.382    209.955    1.0000    29.26   232.37   221.48
  NGC2955             6.910   260.00     5.58    247.765    202.016    1.0000    31.48   243.48   209.61
  NGC2955             7.660   245.00     8.47    247.513    189.037    1.0000    32.44   254.23   199.62
  NGC2955             8.420   247.00     6.00    244.714    189.341    1.0000    32.35   258.51   190.58
  NGC2955             8.860   267.00    10.30    242.112    203.843    1.0000    32.44   258.41   185.85
  NGC2955             9.210   255.00     7.27    239.662    194.039    1.0000    32.44   257.39   182.29
  NGC2955            10.820   253.00    11.20    229.525    189.795    1.0000    33.51   252.03   168.18
  NGC2955            11.560   271.00    11.30    225.486    201.900    1.0000    34.86   249.34   162.76
  NGC2955            12.400   276.00     8.71    221.255    203.871    1.0000    37.47   246.01   157.16
  NGC2955            14.170   275.00    10.10    217.079    199.362    1.0000    44.03   245.22   146.96
  NGC2955            16.880   275.00    10.00    209.338    193.441    1.0000    57.16   236.05   134.67
  NGC2955            19.490   276.00    11.70    206.314    188.082    1.0000    67.40   232.49   125.34
  NGC2955            22.190   267.00    15.70    199.484    175.618    1.0000    77.25   219.85   117.47
  NGC2955            24.800   257.00    15.10    192.140    163.103    1.0000    79.95   209.20   111.12
  NGC2955            27.510   254.00    13.60    183.919    154.907    1.0000    78.21   199.59   105.50
  NGC2955            30.120   248.00    11.60    176.680    145.002    1.0000    75.51   191.82   100.83
  NGC2955            35.430   227.00    11.20    166.360    120.689    1.0000    77.83   176.46    92.96
  NGC2976             0.110     6.80     3.62      8.537      3.441    0.5113     1.06    11.98     0.00
  NGC2976             0.170     9.50     4.31     11.059      4.901    0.5315     1.76    15.44     0.00
  NGC2976             0.240    14.00     3.11     14.022      7.492    0.5721     2.47    19.52     0.00
  NGC2976             0.310    19.80     5.50     16.602     11.150    0.6338     2.93    23.11     0.00
  NGC2976             0.380    26.10     3.90     18.865     15.636    0.7185     3.29    26.27     0.00
  NGC2976             0.450    28.70     3.50     21.016     18.412    0.8263     3.99    29.18     0.00
  NGC2976             0.520    28.70     2.70     23.195     19.758    0.9550     4.46    32.19     0.00
  NGC2976             0.590    31.70     2.50     25.388     22.280    1.0000     4.93    35.22     0.00
  NGC2976             0.660    35.50     2.30     27.513     24.884    1.0000     5.88    38.01     0.00
  NGC2976             0.730    39.40     2.10     29.574     27.534    1.0000     6.93    40.66     0.00
  NGC2976             0.800    42.90     2.30     31.569     29.878    1.0000     7.52    43.36     0.00
  NGC2976             0.870    46.00     2.60     33.552     31.917    1.0000     8.45    45.92     0.00
  NGC2976             0.940    49.10     3.10     35.706     33.929    1.0000     9.28    48.76     0.00
  NGC2976             1.010    49.20     3.20     38.298     33.857    1.0000    10.11    52.24     0.00
  NGC2976             1.080    51.40     3.20     41.052     35.222    1.0000    11.31    55.81     0.00
  NGC2976             1.140    57.20     3.10     43.399     39.037    1.0000    13.04    58.54     0.00
  NGC2976             1.210    63.80     2.90     46.460     43.290    1.0000    15.48    61.95     0.00
  NGC2976             1.290    67.80     2.80     49.931     45.651    1.0000    17.62    66.07     0.00
  NGC2976             1.350    69.80     3.30     52.524     46.704    1.0000    19.66    68.88     0.00
  NGC2976             1.420    71.70     3.90     55.246     47.605    1.0000    21.70    71.85     0.00
  NGC2976             1.490    74.10     4.40     57.829     48.793    1.0000    23.73    74.58     0.00
  NGC2976             1.560    76.70     4.80     60.290     50.056    1.0000    25.98    76.94     0.00
  NGC2976             1.630    79.90     4.40     62.186     51.637    1.0000    27.71    78.73     0.00
  NGC2976             1.740    83.60     3.35     64.208     53.104    1.0000    30.15    80.17     0.00
  NGC2976             1.930    83.90     3.95     62.844     51.542    1.0000    29.44    78.52     0.00
  NGC2976             2.100    88.70     4.44     61.153     52.613    1.0000    29.75    75.56     0.00
  NGC2976             2.270    85.30     5.36     60.033     48.610    1.0000    29.85    73.66     0.00
  NGC2998             0.330    90.00    20.00     31.509     43.307    0.4218     0.00    44.56     0.00
  NGC2998             0.990   125.00    15.00     65.927     61.670    0.4399     0.66    93.23     0.00
  NGC2998             1.980   148.00    15.00     93.468     74.853    0.4589     2.66   132.13     0.00
  NGC2998             2.640   180.00    17.00    109.421     91.976    0.4666     4.03   154.64     0.00
  NGC2998             3.630   201.00    15.00    139.220    104.662    0.4817     6.22   196.69     0.00
  NGC2998             7.590   206.00    10.00    157.583    117.914    0.5745    16.84   221.58     0.00
  NGC2998            12.500   214.00     5.00    154.120    133.705    0.6911    32.06   213.19     0.00
  NGC2998            17.480   212.00     5.00    147.608    143.144    0.8323    44.76   198.92     0.00
  NGC2998            22.460   213.00     2.00    134.901    153.401    1.0000    52.43   175.78     0.00
  NGC2998            27.440   214.00     2.00    129.000    148.651    1.0000    58.37   162.69     0.00
  NGC2998            32.320   213.00     2.00    124.553    142.249    1.0000    63.92   151.18     0.00
  NGC2998            37.300   213.00     3.00    118.813    135.883    1.0000    66.04   139.68     0.00
  NGC2998            42.280   203.00     3.00    112.302    123.010    1.0000    64.42   130.09     0.00
  NGC3109             0.260     6.10     1.60      2.205      3.816    0.7794     1.00     2.78     0.00
  NGC3109             0.520    11.20     0.70      3.960      7.114    0.8048     2.12     4.73     0.00
  NGC3109             0.770    14.90     1.50      6.710      9.719    0.8511     4.53     7.00     0.00
  NGC3109             1.030    19.10     2.20      8.926     12.917    0.9184     6.54     8.59     0.00
